Gene,Macaque gene name,Mouse gene name
SIRPB1,Gm9733,NA
SIRPB1,Sirpa,NA
SIRPB1,Sirpb1a,NA
SIRPG,SIRPG,Sirpb1b
SIRPG,SIRPG,Sirpb1c
SIRPG,SIRPG,Gm5150
SIRPG,SIRPG,Gm9733
SIRPG,SIRPG,Sirpa
SIRPG,SIRPG,Sirpb1a
RP5-858L17.1,NA,NA
SIRPA,Sirpb1b,NA
SIRPA,Sirpb1c,NA
SIRPA,Gm5150,NA
SIRPA,Gm9733,NA
SIRPA,Sirpa,NA
SIRPA,Sirpb1a,NA
SIRPA,Sirpb1b,NA
SIRPA,Sirpb1c,NA
SIRPA,Gm5150,NA
SIRPA,Gm9733,NA
SIRPA,Sirpa,NA
SIRPA,Sirpb1a,NA
STK35,STK35,Stk35
RP11-128M1.1,NA,NA
TGM3,TGM3,Tgm3
SNRPB,SNRPB,Snrpb
RP4-734P14.4,NA,NA
ZNF343,ZNF343,NA
TMC2,TMC2,Tmc2
NOP56,NOP56,Nop56
IDH3B,IDH3B,Idh3b
RP4-686C3.7,NA,NA
EBF4,EBF4,Ebf4
CPXM1,CPXM1,Cpxm1
C20orf141,C10H20orf141,NA
PCED1A,PCED1A,Pced1a
VPS16,VPS16,Vps16
PTPRA,PTPRA,Ptpra
GNRH2,GNRH2,NA
MRPS26,MRPS26,Mrps26
OXT,OXT,Oxt
AVP,AVP,Avp
UBOX5-AS1,NA,NA
UBOX5,UBOX5,Ubox5
FASTKD5,FASTKD5,Fastkd5
RP5-1187M17.10,NA,NA
DDRGK1,DDRGK1,Ddrgk1
ITPA,ITPA,Itpa
SLC4A11,SLC4A11,Slc4a11
RP4-794I6.4,NA,NA
C20orf194,NA,NA
ATRN,ATRN,Atrn
GFRA4,GFRA4,Gfra4
ADAM33,ADAM33,Adam33
SIGLEC1,SIGLEC1,Siglec1
HSPA12B,HSPA12B,Hspa12b
C20orf27,C10H20orf27,1700037H04Rik
SPEF1,Spef1,NA
SPEF1,Spef1,NA
CENPB,CENPB,Cenpb
CDC25B,CDC25B,Cdc25b
RP5-1009E24.8,NA,NA
AP5S1,AP5S1,Ap5s1
MAVS,MAVS,Mavs
RP11-119B16.2,NA,NA
PANK2,PANK2,Pank2
RP4-681N20.5,NA,NA
RNF24,RNF24,Rnf24
RP11-352D3.2,NA,NA
SMOX,SMOX,Smox
LINC01433,NA,NA
ADRA1D,ADRA1D,Adra1d
PRNP,PRNP,Prnp
PRND,PRND,Prnd
RP5-1068H6.6,NA,NA
RASSF2,RASSF2,Rassf2
SLC23A2,SLC23A2,Slc23a2
RP5-1116H23.6,NA,NA
RP5-1116H23.5,NA,NA
RP5-1116H23.4,NA,NA
RP5-1116H23.3,NA,NA
TMEM230,TMEM230,Tmem230
PCNA,PCNA,Pcna
CDS2,CDS2,Cds2
RP5-828H9.1,NA,NA
LINC00654,NA,NA
RP5-1022P6.7,NA,NA
GPCPD1,GPCPD1,Gpcpd1
C20orf196,NA,NA
CHGB,CHGB,Chgb
TRMT6,TRMT6,Trmt6
MCM8,MCM8,Mcm8
MCM8-AS1,NA,NA
RP5-967N21.11,NA,NA
CRLS1,Crls1,NA
LRRN4,LRRN4,Lrrn4
RP5-1056H1.2,NA,NA
FERMT1,FERMT1,Fermt1
CASC20,NA,NA
BMP2,BMP2,Bmp2
RP4-764O22.1,NA,NA
RP11-19D2.1,NA,NA
HAO1,HAO1,Hao1
TMX4,TMX4,Tmx4
RP5-971N18.3,NA,NA
PLCB1,PLCB1,Plcb1
PLCB4,PLCB4,Plcb4
LAMP5-AS1,NA,NA
LAMP5,LAMP5,Lamp5
PAK7,NA,NA
ANKEF1,ANKEF1,Ankef1
SNAP25-AS1,NA,NA
RP11-416N4.4,NA,NA
RP11-416N4.1,NA,NA
SNAP25,SNAP25,Snap25
MKKS,MKKS,Mkks
MKKS,Gm56450,NA
MKKS,Gm56451,NA
SLX4IP,SLX4IP,Slx4ip
JAG1,JAG1,Jag1
RP11-103J8.1,NA,NA
RP1-278O22.1,NA,NA
RP11-268G13.1,NA,NA
BTBD3,BTBD3,Btbd3
RP4-742J24.2,NA,NA
RP5-1069C8.2,NA,NA
SPTLC3,SPTLC3,Sptlc3
ISM1,ISM1,Ism1
ISM1-AS1,NA,NA
RP5-1077I2.3,NA,NA
RP4-585I14.3,NA,NA
TASP1,TASP1,Tasp1
ESF1,ESF1,Esf1
NDUFAF5,NDUFAF5,Ndufaf5
SEL1L2,SEL1L2,Sel1l2
MACROD2,MACROD2,Macrod2
FLRT3,FLRT3,Flrt3
MACROD2-AS1,NA,NA
KIF16B,NA,NA
AL049794.1,NA,NA
RP4-777L9.2,NA,NA
RP4-777L9.3,NA,NA
SNRPB2,SNRPB2,Snrpb2
OTOR,OTOR,Otor
PCSK2,PCSK2,Pcsk2
BFSP1,BFSP1,Bfsp1
DSTN,DSTN,Dstn
RRBP1,RRBP1,Rrbp1
BANF2,BANF2,Banf2
SNX5,SNX5,Snx5
OVOL2,OVOL2,Ovol2
MGME1,MGME1,Mgme1
RP4-726N1.2,NA,NA
PET117,Pet117,NA
CSRP2BP,NA,NA
ZNF133,ZNF133,NA
LINC00851,NA,NA
DZANK1,DZANK1,Dzank1
POLR3F,POLR3F,Polr3f
RBBP9,RBBP9,Rbbp9
SEC23B,SEC23B,Sec23b
LINC00493,NA,NA
DTD1,DTD1,Dtd1
DTD1,Dtd1,NA
LINC00652,NA,NA
RP5-1068E13.7,NA,NA
SLC24A3,SLC24A3,Slc24a3
RP5-1027G4.3,NA,NA
RP1-122P22.4,NA,NA
RP1-122P22.2,NA,NA
RP5-999L4.2,NA,NA
RIN2,RIN2,Rin2
"NAA20","NAA20",Naa20
CRNKL1,CRNKL1,Crnkl1
CFAP61,CFAP61,Cfap61
RP5-1178H5.2,NA,NA
RP5-1096J16.1,NA,NA
INSM1,INSM1,Insm1
RALGAPA2,RALGAPA2,Ralgapa2
LINC00237,NA,NA
KIZ,KIZ,Kiz
KIZ-AS1,NA,NA
RP1-198K11.5,NA,NA
XRN2,XRN2,Xrn2
RP11-227D2.3,NA,NA
RP5-984P4.6,NA,NA
NKX2-2,Nkx2-2,NA
NKX2-2-AS1,NA,NA
RP5-984P4.4,NA,NA
RP1-167O22.1,NA,NA
RP5-1185K9.1,NA,NA
LINC01432,NA,NA
LINC01427,NA,NA
RP5-1004I9.1,NA,NA
LINC00261,NA,NA
FOXA2,FOXA2,Foxa2
LINC01384,NA,NA
RP11-359G22.2,NA,NA
RP4-753D10.5,NA,NA
THBD,THBD,Thbd
CD93,CD93,Cd93
RP4-737E23.2,NA,NA
RP5-851M4.1,NA,NA
RP3-322G13.7,NA,NA
NXT1,NXT1,Nxt1
LINC01431,NA,NA
GZF1,GZF1,Gzf1
"NAPB","NAPB",Napb
CST3,CST3,Cst3
CST3,CST3,Cst10
RP11-218C14.8,NA,NA
RP11-218C14.5,NA,NA
CST4,NA,NA
CST4,NA,NA
CST1,NA,NA
CST1,NA,NA
CST2,NA,NA
CST2,NA,NA
CST5,CST5,NA
GGTLC1,Ggt1,NA
SYNDIG1,SYNDIG1,Syndig1
RP4-568C11.4,NA,NA
CST7,CST7,Cst7
APMAP,APMAP,Apmap
ACSS1,ACSS1,Acss1
RP5-1025A1.3,NA,NA
VSX1,VSX1,Vsx1
RP4-738P15.1,NA,NA
ENTPD6,Entpd6,NA
RP5-965G21.3,NA,NA
RP5-965G21.4,NA,NA
PYGB,PYGB,Pygb
RP5-965G21.5,NA,NA
RP5-965G21.6,NA,NA
ABHD12,ABHD12,Abhd12
GINS1,GINS1,Gins1
NINL,NINL,Ninl
"NANP","NANP",Nanp
ZNF337-AS1,NA,NA
ZNF337,ZNF337,Zfp78
RP4-694B14.8,NA,NA
RP13-401N8.1,NA,NA
FAM182B,NA,NA
RP4-760C5.5,NA,NA
RP4-760C5.3,NA,NA
LINC01597,NA,NA
DEFB118,DEFB118,Defb21
DEFB123,DEFB123,Defb36
REM1,REM1,Rem1
LINC00028,NA,NA
HM13,HM13,H13
HM13-AS1,NA,NA
RP3-324O17.8,NA,NA
ID1,ID1,Id1
COX4I2,COX4I2,Cox4i2
BCL2L1,BCL2L1,Bcl2l1
ABALON,NA,NA
TPX2,TPX2,Tpx2
MYLK2,MYLK2,Mylk2
FOXS1,FOXS1,Foxs1
DUSP15,DUSP15,Dusp15
TTLL9,TTLL9,Ttll9
PDRG1,PDRG1,Pdrg1
XKR7,XKR7,Xkr7
CCM2L,CCM2L,Ccm2l
RP1-310O13.7,NA,NA
HCK,HCK,Hck
TM9SF4,TM9SF4,Tm9sf4
PLAGL2,PLAGL2,Plagl2
POFUT1,POFUT1,Pofut1
KIF3B,KIF3B,Kif3b
RP11-358N2.2,NA,NA
ASXL1,ASXL1,Asxl1
NOL4L,NOL4L,Nol4l
RP5-1184F4.5,NA,NA
RP5-1184F4.7,NA,NA
RP11-410N8.3,NA,NA
RP11-410N8.4,NA,NA
C20orf203,C10H20orf203,NA
COMMD7,COMMD7,Commd7
DNMT3B,DNMT3B,Dnmt3b
DNMT3B,DNMT3B,Dnmt3c
MAPRE1,MAPRE1,Mapre1
RP5-1085F17.3,NA,NA
EFCAB8,EFCAB8,Efcab8
BPIFB4,BPIFB4,Bpifb4
BPIFA2,BPIFA2,Bpifa2
BPIFB1,BPIFB1,Bpifb1
CDK5RAP1,CDK5RAP1,Cdk5rap1
SNTA1,Snta1,NA
CBFA2T2,CBFA2T2,Cbfa2t2
RP1-63M2.7,NA,NA
NECAB3,NECAB3,Necab3
C20orf144,C10H20orf144,1700003F12Rik
ACTL10,Actl10,NA
RP1-63M2.5,NA,NA
E2F1,E2F1,E2f1
PXMP4,PXMP4,Pxmp4
ZNF341,ZNF341,Zfp341
ZNF341-AS1,NA,NA
CHMP4B,CHMP4B,Chmp4b
RALY-AS1,NA,NA
RP5-1125A11.7,NA,NA
RP5-1125A11.6,NA,NA
RALY,RALY,Raly
EIF2S2,Eif2s2,NA
ASIP,ASIP,a
AHCY,AHCY,Ahcy
AHCY,AHCY,Ahcyl
ITCH,ITCH,Itch
ITCH-AS1,NA,NA
DYNLRB1,DYNLRB1,Dynlrb1
MAP1LC3A,MAP1LC3A,Map1lc3a
PIGU,PIGU,Pigu
NCOA6,NCOA6,Ncoa6
TP53INP2,TP53INP2,Trp53inp2
GGT7,GGT7,Ggt7
ACSS2,ACSS2,Acss2
GSS,GSS,Gss
MYH7B,MYH7B,Myh7b
TRPC4AP,TRPC4AP,Trpc4ap
EDEM2,EDEM2,Edem2
PROCR,PROCR,Procr
RP11-42O4.2,NA,NA
MMP24-AS1,NA,NA
MMP24,MMP24,Mmp24
RP4-614O4.11,NA,NA
EIF6,EIF6,Eif6
FAM83C-AS1,NA,NA
FAM83C,FAM83C,Fam83c
UQCC1,UQCC1,Uqcc1
GDF5OS,NA,NA
GDF5,GDF5,Gdf5
CEP250,Cep250,NA
CEP250,CEP250,Cep250
RP3-477O4.14,NA,NA
ERGIC3,ERGIC3,Ergic3
SPAG4,SPAG4,Spag4
CPNE1,NA,NA
RBM12,RBM12,NA
NFS1,NFS1,Nfs1
ROMO1,ROMO1,Romo1
RBM39,RBM39,Rbm39
PHF20,PHF20,Phf20
SCAND1,SCAND1,Scand1
CNBD2,CNBD2,Cnbd2
LINC00657,NA,NA
RP4-550H1.7,NA,NA
RP4-550H1.4,NA,NA
RP4-550H1.5,NA,NA
EPB41L1,EPB41L1,Epb41l1
RP11-234K24.3,NA,NA
RP11-234K24.6,NA,NA
AAR2,AAR2,Aar2
DLGAP4,DLGAP4,Dlgap4
DLGAP4-AS1,NA,NA
MYL9,MYL9,Myl9
TGIF2,TGIF2,Tgif2
C20orf24,NA,NA
SLA2,SLA2,Sla2
NDRG3,NDRG3,Ndrg3
DSN1,DSN1,Dsn1
SOGA1,SOGA1,Soga1
TLDC2,TLDC2,Tldc2
SAMHD1,SAMHD1,Samhd1
RBL1,RBL1,Rbl1
RP4-621N11.2,NA,NA
MROH8,MROH8,Mroh8
RPN2,RPN2,Rpn2
GHRH,GHRH,Ghrh
MANBAL,Manbal,NA
SRC,SRC,Src
BLCAP,BLCAP,Blcap
NNAT,NA,NA
NNAT,NA,NA
RP4-640H8.2,NA,NA
CTNNBL1,CTNNBL1,Ctnnbl1
VSTM2L,VSTM2L,Vstm2l
TTI1,TTI1,Tti1
RPRD1B,RPRD1B,Rprd1b
TGM2,TGM2,Tgm2
KIAA1755,KIAA1755,D630003M21Rik
BPI,BPI,Bpi
CTD-2308N23.2,NA,NA
LBP,LBP,Lbp
RP4-564F22.5,NA,NA
RP4-564F22.7,NA,NA
RALGAPB,RALGAPB,Ralgapb
SLC32A1,SLC32A1,Slc32a1
ACTR5,ACTR5,Actr5
PPP1R16B,PPP1R16B,Ppp1r16b
FAM83D,Fam83d,NA
RP4-616B8.5,NA,NA
RP4-616B8.4,NA,NA
DHX35,DHX35,Dhx35
RP5-1031J8.1,NA,NA
LINC01370,NA,NA
RP11-101E14.3,NA,NA
MAFB,MAFB,Mafb
RP4-644L1.2,NA,NA
TOP1,TOP1,Top1
PLCG1-AS1,NA,NA
PLCG1,PLCG1,Plcg1
ZHX3,ZHX3,Zhx3
LPIN3,LPIN3,Lpin3
EMILIN3,EMILIN3,Emilin3
CHD6,CHD6,Chd6
RP5-1121H13.3,NA,NA
PTPRT,PTPRT,Ptprt
RP4-753D4.2,NA,NA
RP1-269M15.3,NA,NA
SRSF6,SRSF6,Srsf6
L3MBTL1,L3MBTL1,L3mbtl1
SGK2,SGK2,Sgk2
RP1-138B7.7,NA,NA
IFT52,IFT52,Ift52
MYBL2,MYBL2,Mybl2
TOX2,TOX2,Tox2
JPH2,JPH2,Jph2
OSER1,OSER1,Oser1
OSER1-AS1,NA,NA
GDAP1L1,GDAP1L1,Gdap1l1
FITM2,FITM2,Fitm2
R3HDML,R3HDML,R3hdml
RP5-881L22.5,NA,NA
HNF4A,HNF4A,Hnf4a
HNF4A-AS1,NA,NA
TTPAL,TTPAL,Ttpal
SERINC3,SERINC3,Serinc3
PKIG,PKIG,Pkig
ADA,ADA,Ada
LINC01260,NA,NA
KCNK15-AS1,NA,NA
WISP2,NA,NA
KCNK15,Kcnk15,NA
RIMS4,RIMS4,Rims4
YWHAB,YWHAB,Ywhab
PABPC1L,PABPC1L,Pabpc1l
TOMM34,TOMM34,Tomm34
STK4-AS1,NA,NA
STK4,STK4,Stk4
KCNS1,KCNS1,Kcns1
PI3,PI3,NA
SLPI,SLPI,Slpi
MATN4,MATN4,Matn4
RBPJL,RBPJL,Rbpjl
SDC4,SDC4,Sdc4
SYS1,SYS1,Sys1
SYS1-DBNDD2,NA,NA
TP53TG5,TP53TG5,Trp53tg5
DBNDD2,DBNDD2,Dbndd2
PIGT,PIGT,Pigt
RP3-453C12.15,NA,NA
RP3-461P17.10,NA,NA
WFDC2,WFDC2,Wfdc2
EPPIN,EPPIN,Eppin
WFDC10B,WFDC10B,NA
WFDC3,Wfdc3,NA
DNTTIP1,DNTTIP1,Dnttip1
UBE2C,Ube2c,NA
TNNC2,TNNC2,Tnnc2
SNX21,SNX21,Snx21
ACOT8,ACOT8,Acot8
ZSWIM3,ZSWIM3,Zswim3
ZSWIM1,ZSWIM1,Zswim1
SPATA25,SPATA25,Spata25
NEURL2,NEURL2,Neurl2
CTSA,CTSA,Ctsa
RP3-337O18.9,NA,NA
PLTP,PLTP,Pltp
PCIF1,PCIF1,Pcif1
ZNF335,ZNF335,Zfp335
MMP9,MMP9,Mmp9
RP11-465L10.10,NA,NA
SLC12A5,SLC12A5,Slc12a5
NCOA5,NCOA5,Ncoa5
CD40,CD40,Cd40
RP5-998H6.2,NA,NA
CDH22,CDH22,Cdh22
SLC35C2,SLC35C2,Slc35c2
RP11-394O2.3,NA,NA
ELMO2,ELMO2,Elmo2
ZNF334,ZNF334,Zfp334
SLC13A3,SLC13A3,Slc13a3
TP53RK,TP53RK,Trp53rkb
TP53RK,TP53RK,Trp53rka
RP1-28H20.3,NA,NA
SLC2A10,SLC2A10,Slc2a10
EYA2,EYA2,Eya2
ZMYND8,ZMYND8,Zmynd8
RP4-569M23.5,NA,NA
RP4-569M23.2,NA,NA
RP1-148H17.1,NA,NA
NCOA3,NCOA3,Ncoa3
SULF2,SULF2,Sulf2
CTD-2653D5.1,NA,NA
LINC01522,NA,NA
LINC00494,NA,NA
PREX1,PREX1,Prex1
RP5-906C1.1,NA,NA
ARFGEF2,ARFGEF2,Arfgef2
CSE1L-AS1,NA,NA
CSE1L,CSE1L,Cse1l
STAU1,STAU1,Stau1
DDX27,DDX27,Ddx27
ZNFX1,ZNFX1,Znfx1
ZFAS1,NA,NA
KCNB1,KCNB1,Kcnb1
PTGIS,PTGIS,Ptgis
B4GALT5,B4GALT5,B4galt5
SLC9A8,SLC9A8,Slc9a8
SPATA2,SPATA2,Spata2
RNF114,RNF114,Rnf114
SNAI1,SNAI1,Snai1
TMEM189-UBE2V1,NA,NA
UBE2V1,Ube2v1,NA
TMEM189,NA,NA
RP11-112L6.3,NA,NA
RP11-112L6.2,NA,NA
LINC01273,NA,NA
CEBPB-AS1,NA,NA
CEBPB,CEBPB,Cebpb
LINC01272,NA,NA
LINC01270,NA,NA
LINC01271,NA,NA
PTPN1,PTPN1,Ptpn1
RP4-530I15.9,NA,NA
FAM65C,NA,NA
RP4-530I15.6,NA,NA
PARD6B,PARD6B,Pard6b
BCAS4,NA,NA
ADNP,ADNP,Adnp
ADNP-AS1,NA,NA
DPM1,DPM1,Dpm1
MOCS3,MOCS3,Mocs3
KCNG1,KCNG1,Kcng1
NFATC2,NFATC2,Nfatc2
ATP9A,ATP9A,Atp9a
SALL4,SALL4,Sall4
LINC01429,NA,NA
ZFP64,ZFP64,Zfp64
LINC01524,NA,NA
RP4-715N11.2,NA,NA
TSHZ2,TSHZ2,Tshz2
RP11-15M15.1,NA,NA
RP4-678D15.1,NA,NA
RP4-669H2.1,NA,NA
RP5-823G15.5,NA,NA
RP4-724E16.2,NA,NA
ZNF217,ZNF217,Zfp217
BCAS1,BCAS1,Bcas1
AC005220.3,NA,NA
CYP24A1,CYP24A1,Cyp24a1
PFDN4,PFDN4,Pfdn4
DOK5,DOK5,Dok5
LINC01441,NA,NA
CBLN4,CBLN4,Cbln4
RP11-380D15.3,NA,NA
FAM210B,FAM210B,Fam210b
AURKA,AURKA,Aurka
CSTF1,CSTF1,Cstf1
CASS4,CASS4,Cass4
RTFDC1,NA,NA
GCNT7,GCNT7,Gcnt7
FAM209A,Fam209,NA
FAM209A,Fam209,NA
FAM209B,Fam209,NA
FAM209B,Fam209,NA
TFAP2C,TFAP2C,Tfap2c
BMP7,BMP7,Bmp7
RAE1,RAE1,Rae1
MTRNR2L3,NA,NA
RP4-800J21.3,NA,NA
RBM38,RBM38,Rbm38
CTCFL,CTCFL,Ctcfl
PCK1,PCK1,Pck1
ZBP1,ZBP1,Zbp1
PMEPA1,PMEPA1,Pmepa1
NKILA,NA,NA
RP13-379L11.2,NA,NA
RAB22A,RAB22A,Rab22a
VAPB,Vapb,NA
VAPB,Vapb,NA
APCDD1L,APCDD1L,NA
RP5-907D15.3,NA,NA
RP5-907D15.4,NA,NA
STX16,STX16,Stx16
STX16-NPEPL1,NA,NA
NPEPL1,NPEPL1,Npepl1
RP4-806M20.5,NA,NA
RP4-806M20.4,NA,NA
GNAS-AS1,NA,NA
RP4-806M20.3,NA,NA
GNAS,GNAS,Gnas
RP1-309F20.3,NA,NA
RP1-309F20.4,NA,NA
NELFCD,NELFCD,Nelfcd
CTSZ,CTSZ,Ctsz
TUBB1,TUBB1,Tubb1
ATP5E,NA,NA
PRELID3B,PRELID3B,Prelid3b
RP3-492J12.2,NA,NA
ZNF831,ZNF831,Zfp831
EDN3,EDN3,Edn3
RP4-614C15.2,NA,NA
RP4-614C15.3,NA,NA
PHACTR3,PHACTR3,Phactr3
SYCP2,SYCP2,Sycp2
FAM217B,FAM217B,Fam217b
PPP1R3D,PPP1R3D,Ppp1r3d
CDH26,CDH26,Cdh26
C20orf197,NA,NA
RP5-1017F8.2,NA,NA
MIR646HG,NA,NA
CDH4,NA,NA
CDH4,CDH4,Cdh4
RP5-827E24.1,NA,NA
RP11-429E11.3,NA,NA
TAF4,NA,NA
TAF4,TAF4,Taf4
RP11-11M20.4,NA,NA
LSM14B,LSM14B,Lsm14b
PSMA7,PSMA7,Psma7
SS18L1,SS18L1,Ss18l1
MTG2,MTG2,Mtg2
HRH3,HRH3,Hrh3
OSBPL2,OSBPL2,Osbpl2
ADRM1,Adrm1b,NA
ADRM1,Adrm1,NA
RP11-157P1.4,NA,NA
LAMA5,Lama5,NA
LAMA5-AS1,NA,NA
RP5-908M14.9,NA,NA
RPS21,RPS21,Rps21
CABLES2,CABLES2,Cables2
RBBP8NL,RBBP8NL,Rbbp8nl
C20orf166-AS1,NA,NA
MIR1-1HG,NA,NA
WI2-87327B8.2,NA,NA
RP11-93B14.6,NA,NA
SLCO4A1,SLCO4A1,Slco4a1
RP11-93B14.9,NA,NA
SLCO4A1-AS1,NA,NA
LINC00659,NA,NA
MRGBP,MRGBP,Mrgbp
OGFR-AS1,NA,NA
OGFR,OGFR,Ogfr
COL9A3,NA,NA
TCFL5,TCFL5,Tcfl5
DIDO1,DIDO1,Dido1
RP4-563E14.1,NA,NA
GID8,GID8,Gid8
SLC17A9,SLC17A9,Slc17a9
HAR1B,NA,NA
HAR1A,NA,NA
YTHDF1,YTHDF1,Ythdf1
RP5-963E22.6,NA,NA
BIRC7,BIRC7,Birc7
NKAIN4,NKAIN4,Nkain4
FLJ16779,NA,NA
ARFGAP1,ARFGAP1,Arfgap1
COL20A1,COL20A1,Col20a1
CHRNA4,Chrna4,NA
CHRNA4,Chrna4,NA
KCNQ2,NA,NA
KCNQ2,Kcnq2,NA
EEF1A2,EEF1A2,Eef1a2
RP4-697K14.3,NA,NA
PPDPF,PPDPF,Ppdpf
PTK6,PTK6,Ptk6
RP4-697K14.15,NA,NA
C20orf195,NA,NA
HELZ2,HELZ2,Helz2
GMEB2,GMEB2,Gmeb2
CTD-3184A7.4,NA,NA
STMN3,STMN3,Stmn3
RTEL1,RTEL1,Rtel1
RTEL1-TNFRSF6B,NA,NA
ARFRP1,ARFRP1,Arfrp1
ZGPAT,ZGPAT,Zgpat
RP4-583P15.15,NA,NA
RP4-583P15.16,NA,NA
LIME1,LIME1,Lime1
SLC2A4RG,SLC2A4RG,NA
ZBTB46,ZBTB46,Zbtb46
RP4-583P15.10,NA,NA
ZBTB46-AS1,NA,NA
RP4-591C20.9,NA,NA
ABHD16B,ABHD16B,Abhd16b
TPD52L2,TPD52L2,Tpd52l2
DNAJC5,DNAJC5,Dnajc5
UCKL1,UCKL1,Uckl1
UCKL1-AS1,NA,NA
ZNF512B,ZNF512B,Zfp512b
SAMD10,SAMD10,Samd10
PRPF6,PRPF6,Prpf6
LINC00176,NA,NA
SOX18,SOX18,Sox18
TCEA2,TCEA2,Tcea2
RGS19,RGS19,Rgs19
OPRL1,NA,NA
OPRL1,OPRL1,Oprl1
LKAAEAR1,LKAAEAR1,Lkaaear1
MYT1,NA,NA
MYT1,MYT1,Myt1
PCMTD2,NA,NA
PCMTD2,PCMTD2,Pcmtd2
LINC00266-1,NA,NA
AC092192.1,NA,NA
CTD-3113P16.11,NA,NA
PLPP2,Plpp2,NA
MIER2,MIER2,Mier2
CTD-3113P16.5,NA,NA
THEG,THEG,Theg
C2CD4C,C2cd4c,NA
SHC2,NA,NA
ODF3L2,ODF3L2,Odf3l2
MADCAM1,MADCAM1,Madcam1
AC005775.2,NA,NA
TPGS1,TPGS1,Tpgs1
CDC34,CDC34,Cdc34
CDC34,CDC34,Cdc34b
GZMM,GZMM,Gzmm
AC009005.2,NA,NA
BSG,BSG,Bsg
HCN2,HCN2,Hcn2
POLRMT,POLRMT,Polrmt
AC004449.6,NA,NA
FGF22,FGF22,Fgf22
RNF126,RNF126,Rnf126
AC004156.3,NA,NA
FSTL3,Fstl3,NA
PALM,PALM,Palm
MISP,MISP,Misp
AC006273.4,NA,NA
AC006273.5,NA,NA
PTBP1,PTBP1,Ptbp1
PLPPR3,NA,NA
PLPPR3,PLPPR3,Plppr3
AZU1,NA,NA
AZU1,AZU1,NA
PRTN3,NA,NA
PRTN3,PRTN3,Prtn3
ELANE,NA,NA
ELANE,ELANE,Elane
CFD,NA,NA
CFD,CFD,Cfd
MED16,NA,NA
MED16,MED16,Med16
R3HDM4,R3HDM4,R3hdm4
KISS1R,KISS1R,Kiss1r
ARID3A,ARID3A,Arid3a
WDR18,WDR18,Wdr18
LLNLR-284B4.2,NA,NA
GRIN3B,GRIN3B,Grin3b
TMEM259,TMEM259,Tmem259
LLNLR-284B4.1,NA,NA
CNN2,CNN2,Cnn2
ABCA7,ABCA7,Abca7
HMHA1,NA,NA
POLR2E,POLR2E,Polr2e
GPX4,GPX4,Gpx4
SBNO2,NA,NA
SBNO2,SBNO2,Sbno2
STK11,STK11,Stk11
CBARP,CBARP,Cbarp
AC004221.2,NA,NA
ATP5D,NA,NA
MIDN,MIDN,Midn
CIRBP,Cirbp,NA
CIRBP-AS1,NA,NA
C19orf24,NA,NA
MUM1,NA,NA
AC005330.2,NA,NA
AC004623.2,NA,NA
NDUFS7,NDUFS7,Ndufs7
LLNLR-307A6.1,NA,NA
AC005329.7,NA,NA
GAMT,GAMT,Gamt
DAZAP1,DAZAP1,Dazap1
RPS15,RPS15,Rps15
CTB-25B13.5,NA,NA
APC2,APC2,Apc2
CTB-25B13.12,NA,NA
C19orf25,2310011J03Rik,NA
PCSK4,PCSK4,Pcsk4
REEP6,NA,NA
ADAMTSL5,ADAMTSL5,Adamtsl5
CTB-25B13.9,NA,NA
PLK5,Plk5,NA
MEX3D,MEX3D,Mex3d
MBD3,MBD3,Mbd3
UQCR11,Uqcr11,NA
TCF3,TCF3,Tcf3
AC005256.1,NA,NA
ONECUT3,ONECUT3,Onecut3
ATP8B3,ATP8B3,Atp8b3
REXO1,REXO1,Rexo1
CTB-31O20.3,NA,NA
KLF16,KLF16,Klf16
CTB-31O20.8,NA,NA
CTB-31O20.2,NA,NA
CTB-31O20.9,NA,NA
ABHD17A,ABHD17A,Abhd17a
SCAMP4,SCAMP4,Scamp4
ADAT3,ADAT3,Adat3
ADAT3,ADAT3,Gm49322
CSNK1G2,CSNK1G2,Csnk1g2
CSNK1G2-AS1,NA,NA
BTBD2,Btbd2,NA
MKNK2,MKNK2,Mknk2
MOB3A,MOB3A,Mob3a
IZUMO4,IZUMO4,Izumo4
AP3D1,AP3D1,Ap3d1
DOT1L,DOT1L,Dot1l
AC004490.1,NA,NA
PLEKHJ1,PLEKHJ1,Plekhj1
SF3A2,SF3A2,Sf3a2
AMH,AMH,Amh
JSRP1,JSRP1,Jsrp1
OAZ1,OAZ1,Oaz1
LLfos-48D6.2,NA,NA
C19orf35,NA,NA
LINGO3,LINGO3,Lingo3
LSM7,LSM7,Lsm7
SPPL2B,Sppl2b,NA
TMPRSS9,TMPRSS9,Tmprss9
TMPRSS9,Tmprss9,NA
TIMM13,Timm13,NA
LMNB2,LMNB2,Lmnb2
AC005624.2,NA,NA
GADD45B,GADD45B,Gadd45b
GNG7,GNG7,Gng7
CTC-265F19.3,NA,NA
DIRAS1,Diras1,NA
SLC39A3,SLC39A3,Slc39a3
SGTA,SGTA,Sgta
THOP1,THOP1,Thop1
ZNF554,ZNF554,Zfp78
ZNF555,ZNF555,Zfp78
AC006130.3,NA,NA
ZNF556,ZNF556,Zfp78
ZNF57,NA,NA
AC006277.2,NA,NA
ZNF77,ZNF77,BC025920
TLE6,TLE6,Tle6
TLE2,TLE2,Tle2
AES,NA,NA
AC005944.2,NA,NA
GNA11,GNA11,Gna11
AC005262.2,NA,NA
